Date,Open,High,Low,Close,Volume,stock_id
2015/3/4,28.8316036,28.93433242,28.65740829,28.70653725,126665200,AAPL
2015/3/5,28.71547277,28.75343807,28.0856888,28.23085213,226068400,AAPL
2015/3/6,28.67526986,28.89189796,28.19735051,28.2732811,291368400,AAPL
2015/3/9,28.57700563,28.93656499,27.92935511,28.39387703,354114000,AAPL
2015/3/10,28.230851,28.41174586,27.64796565,27.80652809,275426400,AAPL
2015/3/11,27.86012293,27.86458874,27.2705381,27.29957008,275756000,AAPL
2015/3/12,27.31521349,27.89363319,27.16335057,27.79313469,193450800,AAPL
2015/3/13,27.78196317,28.00529084,27.37550686,27.60106659,207309200,AAPL
2015/3/16,27.66583224,27.90479279,27.44027251,27.90479279,143497200,AAPL
2015/3/17,28.11695618,28.43408109,28.06112426,28.37154961,204092400,AAPL
2015/3/18,28.36261457,28.84500316,28.22191875,28.69090652,261083600,AAPL
2015/3/19,28.75343708,28.86510091,28.45194507,28.4742775,183238000,AAPL
2015/3/20,28.64177256,28.67527035,27.9516909,28.1169529,274780400,AAPL
2015/3/23,28.38941671,28.55244497,28.25541873,28.40951538,150838800,AAPL
2015/3/24,28.41398937,28.59488259,28.26435848,28.29339218,131369200,AAPL
2015/3/25,28.25988695,28.32241843,27.55417061,27.55417061,206620800,AAPL
2015/3/26,27.41570518,27.88915874,27.37997193,27.74622917,190291600,AAPL
2015/3/27,27.81992557,27.84895755,27.44920255,27.52513313,158184800,AAPL
2015/3/30,27.70380547,28.22862529,27.6926384,28.22192574,188398800,AAPL
2015/3/31,28.15938114,28.24871253,27.77302528,27.78865814,168362400,AAPL
2015/4/1,27.8757613,27.94276028,27.49163741,27.74846458,162485600,AAPL
2015/4/2,27.92265962,28.04102302,27.73506518,27.98742485,128880400,AAPL
2015/4/6,27.79759565,28.47651198,27.76632991,28.44077873,148776000,AAPL
2015/4/7,28.50555076,28.61274711,28.13482762,28.14152718,140049200,AAPL
2015/4/8,28.10578729,28.22861819,27.90925955,28.04995537,149316800,AAPL
2015/4/9,28.10578844,28.2688184,27.84002966,28.26435089,129936000,AAPL
2015/4/10,28.12811588,28.40950919,27.97402096,28.38494301,160752000,AAPL
2015/4/13,28.66857416,28.71324242,28.27551865,28.32911682,145460400,AAPL
2015/4/14,28.36261608,28.42738132,28.11918972,28.20628738,102098400,AAPL
2015/4/15,28.23085404,28.39164854,28.14152262,28.31348419,115881600,AAPL
2015/4/16,28.201818,28.38494662,28.1638527,28.17725182,113476000,AAPL
2015/4/17,28.03879123,28.17055375,27.79536317,27.8601284,207828000,AAPL
2015/4/20,28.04326137,28.61274603,27.95392994,28.49661636,188217200,AAPL
2015/4/21,28.60827257,28.63060329,28.28891227,28.34251213,129740400,AAPL
2015/4/22,28.3603799,28.7802353,28.21075077,28.72440338,150618000,AAPL
2015/4/23,28.65294261,29.12639622,28.61720937,28.95890045,183083600,AAPL
2015/4/24,29.14202741,29.17329315,28.86063238,29.09512711,178103600,AAPL
2015/4/27,29.54848385,29.73161418,29.28942293,29.62441444,387816800,AAPL
2015/4/28,30.02863751,30.04650072,28.93656543,29.15765762,475696000,AAPL
2015/4/29,29.06833325,29.38769022,28.65294361,28.72887421,253544400,AAPL
2015/4/30,28.72886631,28.72886631,27.82215667,27.94945335,332781600,AAPL
2015/5/1,28.16162166,29.06163369,27.98296053,28.79810524,234050400,AAPL
2015/5/4,28.92093425,29.1598965,28.6440067,28.74227142,203953200,AAPL
2015/5/5,28.61943381,28.68643278,28.09014843,28.09461594,197085600,AAPL
2015/5/6,28.26435263,28.30678544,27.54970469,27.91819572,288564000,AAPL
2015/5/7,27.98099053,28.27477304,27.8127951,28.09087944,175763600,AAPL
2015/5/8,28.40932698,28.62013245,28.28149853,28.62013245,222201600,AAPL
2015/5/11,28.56855102,28.6066749,28.17385198,28.3285923,168143200,AAPL
2015/5/12,28.16712318,28.4541764,27.99220024,28.22767448,192640000,AAPL
2015/5/13,28.29046769,28.52369886,28.22767501,28.25907135,138776800,AAPL
2015/5/14,28.5730325,28.91839218,28.51696737,28.91839218,180814000,AAPL
2015/5/15,28.94530771,29.03949672,28.75244352,28.87802887,152832000,AAPL
2015/5/18,28.79057065,29.31533952,28.78608449,29.1964817,203531600,AAPL
2015/5/19,29.30860562,29.35121566,29.07313141,29.1695652,178532800,AAPL
2015/5/20,29.15386708,29.37364142,29.00585431,29.16732216,145819600,AAPL
2015/5/21,29.16957308,29.51941901,29.11574931,29.46559525,158921600,AAPL
2015/5/22,29.51268016,29.81991592,29.46782532,29.72348213,182384000,AAPL
2015/5/26,29.7369501,29.80647032,28.95652093,29.0686512,282790400,AAPL
2015/5/27,29.23011643,29.66069623,29.16508238,29.61135864,183332800,AAPL
2015/5/28,29.57099416,29.59117678,29.40055738,29.5530529,122933200,AAPL
2015/5/29,29.42970635,29.47904394,29.13143946,29.21665955,203538000,AAPL
2015/6/1,29.2166683,29.46559769,29.16508933,29.27497482,128451200,AAPL
2015/6/2,29.12247385,29.30188297,29.00137467,29.14490128,134670400,AAPL
2015/6/3,29.30188685,29.36467954,29.13144663,29.18078423,123934000,AAPL
2015/6/4,29.05967923,29.28393976,28.90942509,29.01034164,153800400,AAPL
2015/6/5,29.04174284,29.0843529,28.78608594,28.85112,142507200,AAPL
2015/6/8,28.90718028,28.97670392,28.44296278,28.66049576,210699200,AAPL
2015/6/9,28.41380947,28.7232901,28.17160939,28.57527733,224301600,AAPL
2015/6/10,28.6874069,29.00585645,28.67170873,28.90269852,156349200,AAPL
2015/6/11,28.96997272,29.19423325,28.81299104,28.83765984,141563600,AAPL
2015/6/12,28.74795559,28.77935192,28.50575382,28.51920891,147544800,AAPL
2015/6/15,28.27925454,28.53491142,28.19179306,28.46314812,175955600,AAPL
2015/6/16,28.48782361,28.67171723,28.33981251,28.61565208,125976400,AAPL
2015/6/17,28.64255747,28.67843827,28.42278138,28.54836845,131672400,AAPL
2015/6/18,28.53267399,28.77487412,28.53043091,28.678442,141628800,AAPL
2015/6/19,28.64030961,28.66497841,28.34652889,28.39138031,218867600,AAPL
2015/6/22,28.59097371,28.71880214,28.49902779,28.61788559,136157200,AAPL
2015/6/23,28.58873604,28.6178893,28.45417834,28.48781776,121075600,AAPL
2015/6/24,28.52818378,29.10901949,28.50800115,28.73001862,221123600,AAPL
2015/6/25,28.89821038,28.97445814,28.59321594,28.59321594,127752400,AAPL
2015/6/26,28.63134524,28.70310855,28.37120388,28.42502594,176267200,AAPL
2015/6/29,28.13572452,28.36222812,27.91595017,27.92716217,196645600,AAPL
2015/6/30,28.16039223,28.2837362,28.00116747,28.1289959,177482800,AAPL
2015/7/1,28.45865915,28.46762977,28.25458126,28.39138031,120955200,AAPL
2015/7/2,28.35326191,28.41157013,28.20524912,28.35550499,108844000,AAPL
2015/7/6,28.01911268,28.30840899,27.99892834,28.25682831,112241600,AAPL
2015/7/7,28.23216069,28.29046891,27.75672771,28.18730927,187787200,AAPL
2015/7/8,27.91595987,27.95184067,27.48089376,27.48762131,243046400,AAPL
2015/7/9,27.7746625,27.821757,26.736337,26.92695808,314380000,AAPL
2015/7/10,27.34633084,27.77466758,27.18261989,27.64683914,245418000,AAPL
2015/7/13,28.03928731,28.20299822,27.88006258,28.18057251,165762000,AAPL
2015/7/14,28.26579702,28.33980341,28.0415365,28.16936493,127072400,AAPL
2015/7/15,28.19403715,28.51472981,28.16264081,28.44072342,134596800,AAPL
2015/7/16,28.64704325,28.83318164,28.55958177,28.81972313,144889600,AAPL
2015/7/17,28.94755201,29.0686512,28.77487043,29.0686512,184658800,AAPL
2015/7/20,29.37140551,29.81992662,29.3108542,29.61809349,235600800,AAPL
2015/7/21,29.7930061,29.80870255,29.22562736,29.32205772,307025600,AAPL
2015/7/22,27.35754678,28.14470187,27.35754678,28.08190918,461802400,AAPL
2015/7/23,28.30168039,28.50127214,28.0460235,28.06845093,203998000,AAPL
2015/7/24,28.10432467,28.19851367,27.78587518,27.92043114,168649200,AAPL
2015/7/27,27.60423593,27.7208524,27.38670459,27.53247261,177822000,AAPL
2015/7/28,27.66926575,27.78812527,27.48313079,27.66926575,134472400,AAPL
2015/7/29,27.61768487,27.69617572,27.42033451,27.58180237,148046800,AAPL
2015/7/30,27.43154485,27.48760998,27.29474581,27.44275856,134513200,AAPL
2015/7/31,27.49434032,27.50331094,27.11534119,27.20280266,171540000,AAPL
2015/8/3,27.24765132,27.48760999,26.35509375,26.56141472,279904000,AAPL
2015/8/4,26.33267255,26.39546523,25.3975065,25.70922852,496554400,AAPL
2015/8/5,25.33022605,26.33715706,25.13960495,25.87966537,397250400,AAPL
2015/8/6,26.12521609,26.2446119,25.7084565,25.93598366,211612000,AAPL
2015/8/7,25.81208581,26.18829576,25.79406335,26.02384377,154681600,AAPL
2015/8/10,26.25136763,27.03082107,26.25136763,26.96999741,219806400,AAPL
2015/8/11,26.53972086,26.62307346,25.53048702,25.56653023,388331200,AAPL
2015/8/12,25.35026716,26.00131361,24.69696747,25.96076393,404870000,AAPL
2015/8/13,26.14098591,26.22208528,25.80307244,25.94049072,194143200,AAPL
2015/8/14,25.75351668,26.20181482,25.68368177,26.12296867,171718000,AAPL
2015/8/17,26.14098406,26.50367796,26.01933501,26.39329338,163538800,AAPL
2015/8/18,26.2288387,26.45636754,26.13422336,26.24460793,138242800,AAPL
2015/8/19,26.15450234,26.2491177,25.83461134,25.90895271,193146000,AAPL
2015/8/20,25.69944642,25.76027009,25.14752005,25.37730217,274006400,AAPL
2015/8/21,24.87718625,25.20834168,23.80036908,23.82514954,513102000,AAPL
2015/8/24,21.37190258,24.50999261,20.72536082,23.23042679,648825200,AAPL
2015/8/25,25.03037433,25.03037433,23.31602672,23.37009239,414406400,AAPL
2015/8/26,24.1247637,24.75553608,23.66520297,24.71048164,387098400,AAPL
2015/8/27,25.28268658,25.51021375,24.78482589,25.43812561,338464400,AAPL
2015/8/28,25.26916742,25.5259815,25.12724439,25.52147675,212657600,AAPL
2015/8/31,25.23762478,25.80081377,25.23086679,25.40207672,224917200,AAPL
2015/9/1,24.81411106,25.20383694,24.18559184,24.26669121,307383600,AAPL
2015/9/2,24.83213458,25.3074646,24.58433,25.3074646,247555200,AAPL
2015/9/3,25.34125355,25.40658369,24.78932898,24.86367035,212935600,AAPL
2015/9/4,24.54828596,24.88169293,24.44465937,24.61586761,199985200,AAPL
2015/9/8,25.17455116,25.35702386,24.85240694,25.30070496,219374400,AAPL
2015/9/9,25.62735493,25.68592535,24.72850397,24.8141098,340043200,AAPL
2015/9/10,24.84114309,25.51922322,24.7577922,25.35927773,251571200,AAPL
2015/9/11,25.18356638,25.72873306,25.17680838,25.72873306,199662000,AAPL
2015/9/14,26.26263492,26.33246982,25.87516054,25.97653389,233453600,AAPL
2015/9/15,26.11620126,26.25136628,25.77603461,26.19504738,173364800,AAPL
2015/9/16,26.18828789,26.25361802,26.00581521,26.22433281,148694000,AAPL
2015/9/17,26.05538344,26.24236093,25.61834811,25.66340256,256450400,AAPL
2015/9/18,25.27817484,25.74900173,25.20158196,25.5575161,297141200,AAPL
2015/9/21,25.60708903,25.99005876,25.60483751,25.95401382,200888000,AAPL
2015/9/22,25.54174482,25.72196598,25.34800769,25.5462513,201384800,AAPL
2015/9/23,25.59806689,25.8436182,25.52372725,25.75350761,143026800,AAPL
2015/9/24,25.5124715,26.01934179,25.31422951,25.90670395,200878000,AAPL
2015/9/25,26.23109145,26.28741035,25.68592319,25.84136391,224607600,AAPL
2015/9/28,25.64762618,25.80982488,25.32998848,25.32998848,208436000,AAPL
2015/9/29,25.41784776,25.57103525,24.29822769,24.56855774,293461600,AAPL
2015/9/30,24.81860965,25.12723781,24.49421399,24.84789658,265892000,AAPL
2015/10/1,24.57081413,24.69471642,24.17432852,24.68570518,255716400,AAPL
2015/10/2,24.33202453,25.00785151,24.22839793,24.86592674,232079200,AAPL
2015/10/5,24.75329097,25.08895297,24.57081822,24.95603943,208258800,AAPL
2015/10/6,24.92224431,25.17230042,24.72850712,25.07543182,192787200,AAPL
2015/10/7,25.17230387,25.17906187,24.64741285,24.95603943,187062400,AAPL
2015/10/8,24.82311955,24.82311955,24.3770731,24.66767883,247918400,AAPL
2015/10/9,24.78031723,25.29394535,24.66542619,25.25790215,211064400,AAPL
2015/10/12,25.39531528,25.39982004,25.1047096,25.14075279,121868800,AAPL
2015/10/13,24.96504559,25.33224426,24.93350714,25.18356323,132197200,AAPL
2015/10/14,25.0709195,25.12273192,24.68119199,24.82762146,177849600,AAPL
2015/10/15,24.98982867,25.25340077,24.89070683,25.1993351,150694000,AAPL
2015/10/16,25.1813138,25.23087472,24.89971922,25.01461029,156930400,AAPL
2015/10/19,24.96054324,25.17455442,24.80510249,25.17004967,119036800,AAPL
2015/10/20,25.08218829,25.71971875,24.96504572,25.62960815,195871200,AAPL
2015/10/21,25.68142124,26.03735714,25.61383787,25.62735558,167180800,AAPL
2015/10/22,25.7557665,26.01933861,25.70395234,26.01933861,166616400,AAPL
2015/10/23,26.2896732,26.85962216,26.20632229,26.82583046,237467600,AAPL
2015/10/26,26.60054865,26.6118114,25.88867678,25.96977615,265335200,AAPL
2015/10/27,25.99680658,26.25362064,25.67916713,25.80532265,279537600,AAPL
2015/10/28,26.34148145,26.87538535,26.14549102,26.86862564,342205600,AAPL
2015/10/29,26.74022048,27.18852029,26.64335188,27.15247536,204909200,AAPL
2015/10/30,27.25609899,27.30791314,26.9091743,26.92043877,197461200,AAPL
2015/11/2,27.21329078,27.33944456,26.94521229,27.29889488,128813200,AAPL
2015/11/3,27.2110529,27.81929662,27.19077719,27.61204338,182076000,AAPL
2015/11/4,27.73819009,27.89363084,27.3980251,27.48362923,179544400,AAPL
2015/11/5,27.56733873,27.7573812,27.18951841,27.3569355,158210800,AAPL
2015/11/6,27.39991208,27.55827931,27.28905502,27.3885994,132169200,AAPL
2015/11/9,27.36598346,27.55828706,27.160106,27.27775002,135485600,AAPL
2015/11/10,26.44745353,26.71215389,26.25741105,26.41804123,236511600,AAPL
2015/11/11,26.32754541,26.56509634,26.06510622,26.26872253,180872000,AAPL
2015/11/12,26.30265262,26.42934642,26.16464614,26.18048286,130102400,AAPL
2015/11/13,26.0628427,26.14655211,25.39995955,25.41579628,183249600,AAPL
2015/11/16,25.19859891,25.84564515,25.11262837,25.8320713,152426800,AAPL
2015/11/17,25.99949611,26.02890841,25.63751252,25.72122192,110467600,AAPL
2015/11/18,26.18953961,26.5809338,26.13071674,26.53568649,186698800,AAPL
2015/11/19,26.61486456,27.09223094,26.41577405,26.87277794,173183200,AAPL
2015/11/20,26.96779402,27.13068701,26.8886104,26.99041939,137148400,AAPL
2015/11/23,26.98362957,27.08770143,26.54698653,26.63974571,129930000,AAPL
2015/11/24,26.54473204,27.00173595,26.49722186,26.89540291,171212800,AAPL
2015/11/25,26.97005763,26.97458339,26.67820796,26.70309448,85553200,AAPL
2015/11/27,26.76192005,26.78906946,26.60581395,26.65332413,52185600,AAPL
2015/11/30,26.69404559,27.01530757,26.6397485,26.76418114,156721200,AAPL
2015/12/1,26.86599625,26.8795701,26.43840285,26.54699707,139409600,AAPL
2015/12/2,26.54699227,26.72119798,26.2619312,26.3071785,133546400,AAPL
2015/12/3,26.36826866,26.42256577,25.84112912,26.06284332,166278000,AAPL
2015/12/4,26.0832053,26.97911534,26.04248204,26.92934227,231108000,AAPL
2015/12/7,26.91802588,27.11711639,26.65332387,26.75965691,128336800,AAPL
2015/12/8,26.58772205,26.83206165,26.43840456,26.74835396,137238000,AAPL
2015/12/9,26.61486173,26.62617442,26.03568814,26.15785789,185445600,AAPL
2015/12/10,26.25287703,26.45649328,26.13297017,26.2822876,116850800,AAPL
2015/12/11,26.06057576,26.10582305,25.53117347,25.60583305,187544800,AAPL
2015/12/14,25.37959323,25.49271319,24.83887998,25.4474659,257274800,AAPL
2015/12/15,25.32529468,25.51986113,24.96557234,24.99724579,213292400,AAPL
2015/12/16,25.1284759,25.33661628,24.61491187,25.18955994,224954000,AAPL
2015/12/17,25.34339607,25.39543201,24.6556282,24.6556282,179091200,AAPL
2015/12/18,24.63979038,24.77779514,23.93844525,23.98821831,385813200,AAPL
2015/12/21,24.27101878,24.29138127,23.88414872,24.28233147,190362400,AAPL
2015/12/22,24.29817069,24.3705674,24.0832417,24.25971031,131157600,AAPL
2015/12/23,24.26875797,24.6262175,24.25292125,24.57192039,130629600,AAPL
2015/12/24,24.66015163,24.66015163,24.42259902,24.44069862,54281600,AAPL
2015/12/28,24.34115038,24.36377575,24.02215301,24.16694641,106816800,AAPL
2015/12/29,24.19862863,24.75744167,24.17600497,24.60133553,123724800,AAPL
2015/12/30,24.56513215,24.59227983,24.2483959,24.28006935,100855200,AAPL
2015/12/31,24.20993817,24.21446221,23.71447212,23.81401825,163649200,AAPL
2016/1/4,23.21448034,23.83890305,23.07647384,23.83437729,270597600,AAPL
2016/1/5,23.92487209,23.94749574,23.16923157,23.23710251,223164000,AAPL
2016/1/6,22.75068663,23.16018207,22.59458225,22.78236008,273829600,AAPL
2016/1/7,22.32535274,22.6533999,21.81631298,21.82083702,324377600,AAPL
2016/1/8,22.2959425,22.42263629,21.89097288,21.93622017,283192000,AAPL
2016/1/11,22.39096802,22.41132879,22.0221958,22.29142189,198957600,AAPL
2016/1/12,22.74842692,22.78010038,22.3615551,22.61494446,196616800,AAPL
2016/1/13,22.69638945,22.89321881,22.01314563,22.03350639,249758400,AAPL
2016/1/14,22.16246052,22.73258603,21.66020766,22.51539421,252680400,AAPL
2016/1/15,21.76427867,22.10590142,21.57423797,21.97468185,319335600,AAPL
2016/1/19,22.26427666,22.31857377,21.60591751,21.8683567,212350800,AAPL
2016/1/20,21.51542377,22.21450627,21.1353405,21.89776993,289337600,AAPL
2016/1/21,21.95884639,22.14436306,21.47921886,21.78690529,208646000,AAPL
2016/1/22,22.31404561,22.95430508,22.25522447,22.94525528,263202000,AAPL
2016/1/25,22.96787888,22.97014177,22.44526515,22.4973011,207178000,AAPL
2016/1/26,22.60815696,22.82308421,22.18735054,22.6217308,300308000,AAPL
2016/1/27,21.72808326,21.86156399,21.11723441,21.13533401,533478800,AAPL
2016/1/28,21.21904008,21.38419424,20.90230388,21.28691101,222715200,AAPL
2016/1/29,21.44528498,22.02219582,21.34573885,22.02219582,257666000,AAPL
2016/2/1,21.8253645,21.8796616,21.58328786,21.8163147,163774000,AAPL
2016/2/2,21.58781313,21.7280825,21.32989975,21.37514877,149428800,AAPL
2016/2/3,21.49279232,21.90907294,21.28465201,21.79821587,183857200,AAPL
2016/2/4,21.80503838,22.13941594,21.65263555,21.97336388,185886800,AAPL
2016/2/5,21.95517418,22.04616158,21.31144213,21.38650513,185672400,AAPL
2016/2/8,21.18405232,21.76864386,21.16358108,21.61169243,216085600,AAPL
2016/2/9,21.44791491,21.8232367,21.36602645,21.60714149,177324800,AAPL
2016/2/10,21.81868884,21.91649997,21.40469793,21.443367,169374400,AAPL
2016/2/11,21.33418606,21.54573099,21.0612239,21.31371307,200298800,AAPL
2016/2/12,21.42516946,21.49568385,21.15675768,21.37967491,161405600,AAPL
2016/2/16,21.61396766,22.03023373,21.52070686,21.98246574,196231600,AAPL
2016/2/17,21.98929136,22.33959166,21.87100898,22.31912041,179452800,AAPL
2016/2/18,22.48289744,22.49427151,21.85736152,21.89603233,156084000,AAPL
2016/2/19,21.8368846,22.00976042,21.79139178,21.84598351,141496800,AAPL
2016/2/22,21.90740333,22.04161011,21.8186911,22.03705978,137123200,AAPL
2016/2/23,21.92787157,21.95061798,21.50705697,21.53890228,127770400,AAPL
2016/2/24,21.3774061,21.92332696,21.22727665,21.85963631,145022800,AAPL
2016/2/25,21.84826005,22.00976181,21.66628531,22.00976181,110330800,AAPL
2016/2/26,22.10984835,22.2963717,21.96881956,22.04388428,115964400,AAPL
2016/2/29,22.03251024,22.34414146,21.98474226,21.99384117,140865200,AAPL
2016/3/1,22.21220929,22.92190703,22.15989099,22.86731529,201628400,AAPL
2016/3/2,22.86276286,22.9491999,22.66486548,22.91735458,132678400,AAPL
2016/3/3,22.87869331,23.1357311,22.84912141,23.0879631,147822800,AAPL
2016/3/4,23.28585742,23.59976207,23.05838984,23.43143654,184220400,AAPL
2016/3/7,23.29040533,23.39049162,22.96512662,23.17212296,143315600,AAPL
2016/3/8,22.92417598,23.14709491,22.83773895,22.98104286,126247600,AAPL
2016/3/9,23.04474355,23.10616077,22.80817702,23.00152588,108806800,AAPL
2016/3/10,23.06748332,23.25628005,22.78087374,23.01288986,134054400,AAPL
2016/3/11,23.2562796,23.26537851,23.08795412,23.26082993,109632800,AAPL
2016/3/14,23.18121559,23.40868311,23.1516437,23.31996918,100304400,AAPL
2016/3/15,23.64752465,23.92503532,23.62250308,23.78855515,160270800,AAPL
2016/3/16,23.79537844,24.18207255,23.79082812,24.10473442,153214000,AAPL
2016/3/17,24.00237627,24.2184715,23.874995,24.06606865,137682800,AAPL
2016/3/18,24.18889493,24.22529057,23.92730868,24.09335899,176820800,AAPL
2016/3/21,24.09563784,24.4868823,23.91593826,24.09108925,142010800,AAPL
2016/3/22,23.94096529,24.40499941,23.93186637,24.27534294,129777600,AAPL
2016/3/23,24.22074739,24.35495242,24.08881579,24.14113235,102814000,AAPL
2016/3/24,23.99100239,24.1684268,23.8590708,24.03649521,104532000,AAPL
2016/3/28,24.11156486,24.15478426,23.89774477,23.92731667,77645600,AAPL
2016/3/29,23.85907294,24.51872923,23.85679778,24.49370766,124760400,AAPL
2016/3/30,24.71434262,25.1169593,24.70296855,24.92133713,182404400,AAPL
2016/3/31,24.95773908,24.99868331,24.76666544,24.79168701,103553600,AAPL
2016/4/1,24.74392186,25.02143257,24.61199025,25.01915741,103496000,AAPL
2016/4/4,25.11696909,25.51958767,25.08284861,25.27619743,149424800,AAPL
2016/4/5,24.90996742,25.18747806,24.88949444,24.97820663,106314800,AAPL
2016/4/6,25.07375105,25.24435173,24.839458,25.23980141,105616400,AAPL
2016/4/7,25.0100633,25.11697336,24.59379889,24.68933487,127207600,AAPL
2016/4/8,24.77349019,24.96911067,24.60516296,24.71662331,94326800,AAPL
2016/4/11,24.78713917,25.16018581,24.75529385,24.79851151,117630000,AAPL
2016/4/12,24.8712996,25.13516277,24.71662334,25.12151527,108929200,AAPL
2016/4/13,25.2034086,25.55370714,25.2034086,25.48546791,133029200,AAPL
2016/4/14,25.38992963,25.56507888,25.32396383,25.49911308,101895600,AAPL
2016/4/15,25.50138757,25.54460696,24.96001541,24.98731041,187756000,AAPL
2016/4/18,24.76894386,24.78259136,24.32538279,24.44821548,243286000,AAPL
2016/4/19,24.53919982,24.56649655,24.16387973,24.31855774,129539600,AAPL
2016/4/20,24.25713652,24.58696374,24.12520494,24.36859512,122444000,AAPL
2016/4/21,24.32310304,24.32310304,24.00237299,24.10473442,126210000,AAPL
2016/4/22,23.88636783,24.22074541,23.79765563,24.03877068,134732400,AAPL
2016/4/25,23.88408871,24.03194294,23.77263012,23.90228653,112126400,AAPL
2016/4/26,23.63615394,23.95233369,23.63615394,23.73623848,224064800,AAPL
2016/4/27,21.83688835,22.4533253,21.76409879,22.25087929,458408400,AAPL
2016/4/28,22.20310883,22.2645243,21.43881768,21.57074928,328970800,AAPL
2016/4/29,21.37967994,21.54573205,21.04302885,21.32281303,274126000,AAPL
2016/5/2,21.3751288,21.40015038,21.01800477,21.30006409,192640400,AAPL
2016/5/3,21.42744493,21.77774521,21.30916256,21.65036392,227325200,AAPL
2016/5/4,21.65491382,21.81414218,21.34100917,21.42517281,164102000,AAPL
2016/5/5,21.51212602,21.52814562,21.21004092,21.33819771,143562000,AAPL
2016/5/6,21.36795266,21.38625953,21.02009598,21.21919823,174799600,AAPL
2016/5/9,21.28328259,21.45949824,21.18945222,21.23522377,131745600,AAPL
2016/5/10,21.35880246,21.41372657,21.07960215,21.37939835,134747200,AAPL
2016/5/11,21.39313361,21.4137295,21.15970307,21.17114639,114876400,AAPL
2016/5/12,21.21919999,21.23293058,20.47542951,20.67453003,305258800,AAPL
2016/5/13,20.59672432,20.97890757,20.59672432,20.71572685,177571200,AAPL
2016/5/16,21.1436828,21.60138781,20.97433244,21.48467255,245039200,AAPL
2016/5/17,21.63800299,21.67232946,21.28556995,21.39541817,187667600,AAPL
2016/5/18,21.54875161,21.78904568,21.48696046,21.64029121,168249600,AAPL
2016/5/19,21.65859894,21.65859894,21.41372685,21.55790329,121768400,AAPL
2016/5/20,21.65860498,21.8393987,21.63114204,21.79133987,128104000,AAPL
